advise|3
advisory|5
advocacy|3
advocated|7
advocate|4
ad|23
aeneas|8
aeons|3
aesthetics|12
aesthetic|18
aet|4
ae|9
afdr|4
affairs|3
affected|4
affecting|3
affects|7
affect|17
affichés|3
affiliated|7
affiliations|4
affiliation|4
affinity|3
affirm|3
affixes|6
affix|4
affordable|6
afforded|5
afford|8
afield|3
afin|10
aforementioned|3
african|19
africa|8
aftermath|3
afternoon|5
afterwards|3
after|121
against|57
again|42
aged|5
agencies|12
agency|4
agenda|7
agents|7
agent|8
ages|20
age|56
agglutinative|5
aggregated|3
aggregate|3
aggregation|4
ago|28
agreed|16
agreements|7
agreement|13
agrees|3
agree|11
agrimensura|3
aguera|3
aha|5
ahds|22
ahead|5
ahrb|8
ah|6
aichi|3
aided|14
aids|37
aid|28
aijmer|3
ailleurs|8
aimed|26
aiming|6
aims|79
aim|100
ainsi|28
airing|3
air|7
ait|4
ajax|3
ajouter|3
akademie|3
akaishi|4
aktion|6
ak|4
alamitos|3
aland|7
alan|4
albeit|8
alberta|28
albrecht|7
albuquerque|5
alderman|3
alderuccio@casaccia.enea.it|3
alec|3
alegria|4
alejandro|4
alerts|3
alex.bia@ua.es|3
alexander|15
alexa|11
alexios|3
alfred|7
algebra|3
algorithmic|8
algorithmization|3
algorithms|21
algorithm|42
alia|3
alicante|4
alice|22
alighieri|3
aligned|16
aligning|11
alignment|10
align|4
alii|3
alike|15
alive|4
allan|4
allc|688
allegorical|5
allegro|3
allen|51
alleviate|3
alleyways|3
alliance|4
allied|4
alliteration|4
allocated|5
allotments|3
allot|3
allowance|3
allowed|31
allowing|42
allows|211
allow|171
alludes|3
allusions|10
all|835
almost|74
alone|42
alongside|11
along|68
alors|8
alphabetical|13
alphabetic|3
alphabetized|3
alphabetizing|3
alphabet|14
alphanumeric|4
already|125
also|843
als|5
altaic|3
altavista|8
altenberg|6
alterations|3
alteration|3
altered|7
altering|5
alternate|7
alternations|4
alternatively|6
alternatives|4
alternative|45
alter|11
although|168
althusser|4
altogether|6
alto|5
alt|4
alumni|5
alvarado|4
always|92
al|204
amalgamated|3
amalgam|3
amal|70
amanuenses|5
amass|4
amateur|6
amazing|3
amazonian|3
ambiguities|18
ambiguity|23
ambiguous|16
ambitions|5
ambition|5
ambitious|18
ambroso|5
amenable|6
amended|5
americanized|3
american|115
america|30
amherst|3
amico|11
amongst|16
among|162
amounted|3
amounts|27
amount|62
ample|3
amplitude|3
amsel|3
amsterdam|25
amy|5
am|23
amèneront|4
amène|5
anagrams|6
analisi|4
analogous|12
analogue|5
analogy|9
analog|3
analysed|23
analyser|8
analyses|67
analyse|26
analysing|18
analysis|715
analyst|14
analytical|52
analytic|16
analyzed|26
analyzer|6
analyzes|4
analyze|32
analyzing|10
anapests|3
anaphora|7
anaphoric|4
anastasia|38
anat|3
ancestors|3
ancestor|5
ancestry.com|3
anchored|3
anchor|4
ancient|43
ancrés|4
anc|6
andersen|3
anderson|84
andreas|7
andrea|15
andreev|3
andrew|17
andrés|4
andré|3
andsvg|3
anecdotal|3
anecdotes|3
angekündigt|3
angeles|5
angelika|3
angel|3
angles|3
angle|4
anglophones|4
anglo|6
anhand|3
animal|4
animated|12
animate|4
animations|11
animation|46
annals|6
anna|4
anne|21
annotated|87
annotate|9
annotating|8
annotations|54
annotation|223
annotative|6
annotators|5
annotator|4
announced|5
announcement|5
announcing|4
annual|28
annyeonhaseyo|3
ann|19
années|4
anomalies|3
anonymously|3
anonymous|14
another|198
anshen|4
ansi|3
answered|12
answering|5
answers|22
answer|53
ans|6
anteposition|3
anthologies|4
anthology|5
anthony|4
anthropologist|3
anthropology|16
anthropomorph|3
anticipated|17
anticipate|11
anticipation|4
antipolis|5
antiquity|3
antiquus|6
anti|9
antonia|4
antonio|6
antonyms|3
antonymy|3
antwerp|3
antworth|4
antécédent|4
anwendung|4
anxiety|7
anymore|5
anyone|18
anything|22
anyway|8
anywhere|9
any|388
apace|3
apache|9
apartheid|3
apart|21
aperçu|4
aphasic|3
aphorisms|8
aphorism|4
api|4
apologia|3
apostles|3
apostrophes|3
apparata|4
apparatuses|4
apparatus|55
apparaît|4
apparently|6
apparent|23
appartient|3
appealing|7
appeal|7
appearances|3
appearance|27
appeared|28
appearing|8
appears|49
appear|81
appendices|4
appendix|6
applets|6
applet|5
applicability|5
applicable|17
applicants|4
applications|155
application|233
applied|125
applies|15
appliqués|3
applying|40
apply|43
appointed|3
appointee|4
appointments|4
appointment|21
apporter|3
apportés|3
appreciated|6
appreciate|6
appreciation|3
apprehensions|3
apprenaient|3
apprenants|6
apprentissages|5
apprentissage|8
approached|10
approaches|97
approaching|5
approach|300
approches|4
approfondie|3
appropriately|10
appropriateness|3
appropriate|117
appropriées|3
approval|14
approximately|29
approximate|8
approx|4
appuya|3
app|12
april|21
après|5
apt|9
aqueducts|3
arabic|5
aramaic|6
arbeitet|3
arbiter|3
arbitrarily|5
arbitrary|23
arbor|15
archaeological|38
archaeologists|4
archaeologist|3
archaeology|52
archeological|6
archeology|4
archipelagos|3
architects|6
architectural|15
architectures|13
architecture|106
architect|5
archival|38
archived|5
archives|90
archive|162
archiving|19
archivists|13
archon|3
arcus|4
arden|3
ard|3
areas|86
area|105
aren't|3
argamon|5
arguably|10
argued|19
argues|10
argue|47
arguing|6
argumentative|5
arguments|32
argument|44
arg|12
aries|3
arikara|3
arisen|4
arises|13
arise|17
arising|4
aristotelian|3
arituclation|3
arlis|3
armchair|4
arms|3
arne|3
arnheim|5
arnold|10
aronoff|5
arose|6
around|63
arouse|3
arpa|3
arranged|15
arrangements|7
arrangement|13
arrange|4
arranging|3
arrays|3
array|8
arrival|4
arrived|3
arrives|3
arrive|8
arrows|3
arrow|3
artd|3
artefacts|8
artefact|4
artfl|38
arthur|14
articles|53
article|46
articulated|4
articulate|6
articulation|6
artifacts|17
artifact|17
artificial|23
artifitium|3
artistic|15
artists|7
artist|4
artlessly|3
artstor|5
arts|89
artwork|3
art|151
ascertaining|4
ascertain|4
ascii|20
ashton|4
asian|20
asia|7
aside|8
asked|34
asking|10
asks|3
ask|32
aspects|100
aspect|42
aspirations|4
aspires|3
asp|5
assassination|4
assa|3
assembled|7
assemble|10
assembling|7
assertation|3
assertions|5
assertion|6
asserts|5
assert|5
assessed|8
assesses|4
assessing|14
assessment|32
assess|9
assez|5
assigned|38
assigning|15
assignments|33
assignment|20
assign|12
assimilated|3
assistance|13
assistants|18
assistant|11
assisted|46
assiste|3
assisting|3
assists|5
assist|21
associated|91
associates|9
associate|11
associations|24
association|73
associative|4
associées|3
assonance|3
assumed|22
assumes|9
assume|25
assuming|10
assumptions|35
assumption|28
assurance|5
assured|4
assure|3
aster|22
asymmetrical|3
asynchronous|16
ate|12
athens|79
atkins|3
atlanta|3
atlantic|9
atlases|4
atlas|10
atnah|3
atoms|3
attached|15
attaching|4
attach|6
attacks|3
attack|3
attainments|3
attaway|7
attempted|15
attempting|11
attempts|46
attempt|56
attendant|4
attended|6
attendee|5
attending|9
attend|10
attention|71
attested|4
attitudes|7
attitude|5
atti|5
attracted|8
attractive|11
attract|6
attribuerons|3
attributed|17
attributes|52
attribute|61
attributing|6
attributional|3
attributions|4
attribution|129
attr|4
atudies|3
atypicality|3
aucun|3
audiences|20
audience|67
audio|52
aud|3
aufbau|3
auf|9
augmented|5
augmenting|6
augment|18
augsburg|3
augustine|7
augusto|3
augustus|3
august|25
aug|9
aup|3
aurait|3
aura|4
auspices|3
aussi|16
austen|4
austin|10
australian|14
austrian|40
austria|5
auswertung|3
aus|3
autant|3
authentically|4
authenticated|3
authenticity|9
authentic|13
authorial|28
authoring|54
authoritative|9
authorities|5
authority|41
authorized|3
authorship|190
authors|135
author|149
autodidactic|3
autograph|4
automata|5
automated|38
automate|9
automatically|75
automatic|102
automating|5
automation|6
automatiquement|5
automatique|5
automobiles|4
automobile|4
autonomously|3
autonomous|4
autoradiogram|5
autor|3
auto|4
autrement|5
autres|9
autre|10
autumn|7
auxiliary|4
aux|33
au|77
availability|19
available|327
availed|3
avait|6
avancé|3
avantage|3
avant|11
avatar|6
avec|24
avenue|3
averaged|3
average|41
averaging|3
avg|3
avis|3
avoidance|3
avoided|3
avoiding|7
avoid|19
avoir|5
avons|12
await|4
awarded|8
awards|4
award|9
awareness|22
aware|34
away|34
awkward|6
awk|5
axes|10
axioms|3
axée|4
ayant|3
año|3
b.levin|3
baayen@mpi.nl|5
baayen|36
babble|3
bacchus|4
backbone|5
backed|3
backend|6
backgrounds|4
background|72
backroom|3
backup|4
backwards|3
backward|7
back|80
badly|4
bad|8
baecker|4
bags|3
bahnhof|3
bailey|9
baker|30
bakhtin|18
balanced|17
balances|4
balance|23
balancing|4
balding|4
balises|3
balise|8
ballads|23
ballons|3
balpyo|3
baltimore|21
balzac|3
bands|6
bandwidth|3
bane|3
bangor|4
banks|9
bank|6
banque|5
baranov|3
barash|4
barbara|14
barbatsis|3
barbeque|7
barcelona|7
bard|4
bare|4
barfuth|3
baritone|3
bari|5
barker|6
barnard|3
barnbrook|3
barnes|5
barnstead|3
barometer|3
baron|3
barrel|4
barrette|3
barrett|3
barriers|3
barry|5
barthes|3
barwell|3
bar|8
basart|5
based|715
baseline|5
bases|10
base|135
basically|10
basics|4
basic|124
basile|4
basin|3
basis|129
baskervilles|7
basques|3
basque|24
bass|13
bas|6
batches|3
batch|5
bateson|3
bath|12
battestin|4
battles|7
battle|3
bauer|4
bauman|6
baum|3
bayer|3
bayesian|3
bays|4
bay|4
ba|4
bbordalejo@dmu.ac.uk|3
bce|3
beach|4
beacon|4
beal|3
beamte|3
beare|3
bearing|8
bearman|5
bears|4
bear|5
beast|4
beatty|3
beaux|3
became|28
because|235
beckett|6
beckwith|3
beck|7
becomes|47
become|90
becoming|13
bed|5
beeing|3
been|747
beesley|3
beforehand|8
before|110
began|38
beginners|4
beginner|3
beginning|69
begins|16
begin|44
begun|22
behave|8
behavioral|5
behaviors|13
behavior|23
behaviour|16
behind|30
behrendt|3
beim|5
beings|6
being|271
beispiel|3
bei|3
belgium|5
belief|6
believed|9
believes|3
believe|55
belles|3
bellow|4
bell|4
belonged|3
belonging|14
belongs|10
belong|12
below|45
belphegor|4
benardj@qsilver.queensu.ca|3
benchmarking|3
benchmark|12
beneath|3
benedicto|3
beneficial|9
benefits|28
benefit|26
benito|5
benjamins|9
benjamin|11
bennett|3
benskin|5
bensoussan|3
bentivo@irst.itc.it|3
bentivogli|4
benutzermitteilungen|3
ben|9
beowulf|19
bergenholtz|3
bergen|93
bergin|3
bergstrom|4
berichte|3
berkeley|27
berkemeyer|3
berkley|5
berliner|3
berlin|33
berlusconi|3
bernard|3
berners|3
berne|3
bernhardt|7
bernstein|9
berthold|6
bertolt|3
bertsolaritza|7
besides|18
besoins|3
besoin|4
besozzi|4
bestimmung|3
best|117
beta|16
bethany|6
betrachtete|3
better|75
between|591
beyond|77
bfi|3
bhatia|4
biases|5
bias|7
bia|3
bibby|3
bibelgesellschaft|3
biber|13
bible|23
biblical|8
bibliographically|3
bibliographical|23
bibliographic|56
bibliographies|16
bibliographiques|3
bibliographisches|3
bibliography|56
bibliopolis|4
biblioteca|11
bibl|3
bidirection|3
bid|4
bielefeld|5
bienveillant|3
bien|21
bigger|8
biggest|11
bigramms|3
bigram|4
big|13
bildwissenschaften|3
bilingual|18
billion|3
bill|6
binary|13
binding|4
binhammer|3
binomials|28
binomial|11
binongo|15
binsted|3
biographical|18
biographies|4
biography|17
biological|4
biology|5
bio|3
birdsong|3
birds|3
bird|7
birkerts|3
birmingham|9
birnbaum|4
birth|14
bitmaps|3
bitterest|3
bit|15
bi|6
bjørnson|3
blackboard|3
blackmail|4
blackwell|10
black|17
blair|5
blake|23
blanchard|7
blanks|4
blank|3
blazes|3
blending|4
blends|3
blend|5
bleu|3
blind|9
bliss|3
blocks|18
block|6
blood|3
blossoming|3
blouse|5
blueprints|3
blue|5
blunt|4
blurs|4
bm|3
bnc|25
bn|3
boards|4
board|14
boat|5
boccaccio|28
bodhidharma|4
bodies|15
body|58
boeder|3
boehm|6
bog|4
bolasco|9
bold|7
bolinger|3
bologna|6
bolonian|4
bolter|3
bolt|3
bonaventura|24
bonelli|7
bonnefis|9
bonnici|5
bonn|9
bonza|10
booch|4
boogaart|3
bookmark|3
bookstores|3
books|122
book|115
boolean|7
boosted|3
booth|3
bordalejo|4
bordeleau|3
borders|7
border|3
borland|3
bornstein|8
born|6
borrowed|4
borrowing|5
borràs|4
bosak|3
boston|15
both|463
bottomless|3
bottom|27
boundaries|29
boundary|6
bound|17
bourrigault|4
bowed|3
bowker|3
bow|3
box|4
boys|5
boy|3
bracey|4
bracketed|4
brackets|5
bradford|5
bradley|21
braeuer|4
brahe|4
brainerd|3
brains|3
brain|5
braithwaite|7
branches|3
branching|4
branch|8
brandenburg|4
brandy|5
brasil|3
bravo|3
bra|4
breach|3
breadth|13
breakdown|4
breaking|6
breaks|4
break|12
breatnach|3
breeds|3
breiteneder|3
brenner|6
breth|6
brevity|6
brewster|3
brian|8
bridge|15
briefly|27
brief|40
brighton|6
brilliant|5
bringing|22
brings|17
bring|40
bristol|8
britain|8
british|79
brittain|5
britto|3
broadcasting|4
broadcast|3
broader|23
broadly|20
broadway|4
broad|31
brockden|9
brod|3
broek|4
broken|7
broker|3
bronte|4
brook|9
brother|3
broughton|4
brought|30
brown|85
browsable|5
browsed|3
browsers|32
browser|67
browse|9
browsing|38
brucerob|6
bruce|3
bruckman|7
brugger|5
brunet|3
bruno|3
brusilovsky|8
bryn|3
br|3
brüder|4
brüggemann|3
buchman|3
buckett|5
buckley|3
budapest|9
buddhist|10
budgeting|3
budgets|5
budget|16
buffer|7
bugs|3
buildings|10
building|121
builds|9
build|77
built|63
buisan|3
bulgarian|10
bulgaria|6
bulk|5
bulletin|10
bulst|3
bundle|4
bundling|3
burbules|3
burch|4
burden|6
bureaucratic|3
burgos|5
burial|3
burnard|39
burrowsian|3
burrows|52
burr|3
busa|8
bush|5
businessweek|3
business|16
butlerman|3
butler|16
buts|3
buttons|16
button|5
buzzetti|44
bv.htm|5
bv|15
bx|3
byrnes|4
bytes|6
byte|15
byzantine|17
b|186
bøe|3
c'est|24
c.m.sperberg|3
c.warwick@sheffield.ac.uk|4
cabin|3
cacher|4
cackled|3
cadre|7
cad|6
cafarelli|3
cagle|3
cahiers|5
cahier|38
caiw|13
cai|3
calculated|10
calculate|10
calculating|4
calculations|4
calculation|4
calculus|3
calgary|3
california|20
called|95
calling|3
calls|20
call|49
calvino|6
calvi|11
calzolari|8
cal|6
cambridge|95
cameras|3
camera|15
cameron|5
came|25
campaigns|3
campanella|4
campbell|3
campe|3
campinas|3
campuses|3
campus|27
camuglia|3
can't|6
canada|26
canadian|7
canberra|3
cancer|3
candidates|12
candidate|15
canned|3
cannot|104
canonical|9
canons|8
canon|10
canterburytales|4
canterbury|30
cantillation|23
cantos|4
canto|5
canvas|3
can|1429
caos|3
capabilities|47
capability|8
capable|32
capacities|3
capacity|19
capire|3
capitalized|3
capital|11
captioning|3
captions|3
captured|16
captures|4
capture|33
capturing|20
caractère|6
caractéristiques|4
cardiff|3
cards|7
card|6
careers|9
career|5
carefully|31
careful|13
cares|4
carey|4
care|13
carlos|3
carlo|6
carl|11
carnegie|15
carney|5
carolina|8
carolingians|3
carolyn|3
carol|3
carpet|4
carrell|8
carried|51
carrier|3
carries|6
carroll|7
carrying|7
carry|26
carteret|4
carter|8
carthage|6
cartographic|3
cartoon|7
carving|6
carwin|23
caryl|3
car|8
cascades|3
cases|113
case|235
cash|3
cassette|3
castelvecchi|3
castle|7
castrillo|3
cast|4
cas|11
catalan|4
cataloged|9
catalogers|10
cataloging|20
catalogs|40
catalogued|4
cataloguer|4
catalogues|20
catalogue|54
cataloguing|22
catalog|34
catalunya|6
catchwords|4
categorically|3
categories|88
categorisation|5
categorization|30
categorized|4
categorize|3
category|45
caterpillars|4
caterpillar|8
cater|4
catherine_goodall@brown.edu|3
catherine|10
catholics|3
catholic|9
caton|13
catégories|3
caudit|3
causally|3
causal|4
caused|16
causes|8
cause|20
causing|4
caveats|3
cave|3
ca|15
cbeta|6
cbir|3
cce|5
cch|10
ccpn|4
ccp|4
ccssk|4
cc|3
cdonelan@writing.ucsb.edu|3
cds|8
cd|106
cease|3
ceci|4
cela|5
celeron|3
cellar|3
celles|3
celle|4
celtiques|3
celui|5
cengpwunun|3
centaurs|3
centered|16
centers|15
center|66
centralised|7
centralized|12
centrally|6
central|83
centred|8
centres|8
centre|84
centric|3
centroid|7
centré|3
centuries|31
century|159
cent|10
cependant|7
certaines|6
certainly|28
certains|17
certainty|8
certain|146
certificate|4
certitude|3
cervantes|13
cesko|3
ces|25
ceth|8
cette|25
cet|8
ceux|3
ce|63
cfr|9
cf|37
cgi|18
chacun|3
chadwyck|9
chafe|4
chains|8
chain|12
chair|19
challenged|5
challenges|63
challenge|65
challenging|23
chamber|3
chamot|4
champaign|7
champion|5
champ|4
chances|3
chance|19
chandler|4
changed|23
changement|6
changes|85
change|81
changing|26
channels|7
chanod|4
chanson|4
chaos|9
chaotiques|3
chapel|20
chapman|4
chapters|28
chapter|57
chaque|12
characterised|5
characterise|4
characteristics|69
characteristic|49
characterization|3
characterized|8
characterize|8
characterizing|3
characters|104
character|110
charged|8
charges|3
charge|3
charitable|3
charles|29
charlottesville|136
charmot|3
charms|6
charrette|12
chartier|4
charts|6
chart|3
chasm|4
chateaubriand|3
chatsworth|3
chatterjee|70
chat|12
chaucer|5
chaudron|3
chc|9
cheaply|3
checked|13
checker|4
checking|30
checklist|7
checks|6
check|23
chemical|5
cheminement|4
chemists|3
chen@gslis.uexas.edu|3
chen|3
chercheurs|4
cherche|3
cherry|5
cheshire|3
chesnutt|3
chesterfield|4
chester|3
chet|8
cheveux|5
chez|5
chiasmus|4
chicago|61
chickering|3
chief|8
chien|3
childhood|3
children|31
child|18
china|5
chinese|70
chips|3
chirped|3
chitashvili|3
chi|14
choices|40
choice|54
choisissent|3
choisi|4
choix|10
choking|3
chomsky|5
choose|35
choosing|12
choreography|3
chosen|78
chose|11
christiana|8
christiane|4
christian|105
christine|8
christmann|7
christophersen|3
christopher|6
christoph|6
christ|3
chris|10
chronic|3
chronologically|4
chronological|25
chronologies|6
chronology|34
chron|14
chum|7
chung|4
chunking|4
chunks|4
chunk|5
church|19
ch|5
cibit.unipi.it|3
cibles|3
cidoc|8
cigarran|3
cimi|3
cincinnati|5
cinematic|8
cinema|17
cinéma|3
cipriani|3
circa|3
circles|3
circle|6
circulated|5
circulation|6
circumstances|14
circumstance|4
circumventing|5
cis|4
citations|16
citation|7
cited|12
cite|6
cities|7
citing|3
citron|3
city|24
cités|3
civic|5
civilization|3
civil|8
cixous|10
ci|12
claimed|8
claims|10
claim|17
claire|11
clal|6
clamp|3
clara|7
clarendon|25
clarifying|3
clarify|12
clarity|10
clarke|4
clark|8
clash|3
clasroom|3
classement|3
classes|114
classical|63
classics|12
classic|13
classifications|18
classification|98
classified|31
classifiers|4
classifier|5
classifies|6
classifying|6
classify|17
classlist|4
classrooms|13
classroom|66
class|166
claudio|3
claus.huitfeldt@hit.uib.no|4
clauses|14
clause|16
claus|22
clayton|3
cleaning|3
cleanup|10
clean|5
clearer|12
clearly|56
clear|102
clemens|4
clements|6
clerc|3
clergy|3
clerical|3
cleverness|3
clicking|9
click|21
clients|8
client|31
clifford|3
cliff|6
clime|3
cling|3
clinic|3
clips|7
clip|9
clir|4
clive|6
closed|18
closely|62
closeness|9
closer|31
closest|8
closet|4
close|71
closing|4
closure|5
clothes|5
club|4
clues|5
clue|4
clustered|3
clustering|12
clusters|5
cluster|26
cl|4
cmsmcq@acm.org|4
cm|4
cnrs&inria|4
cnr|8
cn|3
coalition|3
coarse|4
coat|3
cobuild|6
cocoa|5
cocomo|9
cocoon|15
cocteau|15
codage|15
coded|14
coders|4
codes|30
codex|8
code|88
codification|5
codifying|3
coding|20
coefficient|4
coeur|4
coexistence|3
coffee|3
cognates|3
cognition|10
cognitives|3
cognitive|44
cohen|6
coherence|16
coherent|21
cohesion|6
cohesive|5
coiled|3
coincidence|6
coincide|4
coin|6
coleridge|9
coling|11
colin|4
collaborated|4
collaborate|6
collaborating|5
collaborations|8
collaboration|71
collaboratively|5
collaborative|88
collaborators|6
collapse|3
collated|5
collate|18
collations|7
collation|30
colleagues|28
collected|22
collecting|21
collections|183
collection|187
collectively|8
collective|15
collectors|7
collects|4
collect|18
colleges|15
college|104
collini|3
collins|3
collin|6
collocated|4
collocates|10
collocational|9
collocations|42
collocation|24
colloquia|3
colloquium|3
coll|10
colonna|4
colophons|3
colorado|4
colorize|3
color|21
colourful|3
colours|4
colour|10
colt|9
columbia|12
columns|21
column|29
colères|3
combinaison|4
combinations|25
combination|57
combined|35
combines|11
combine|36
combining|29
comedia|4
comedy|13
comes|40
come|62
comfortable|12
comforting|3
comfort|4
comic|4
coming|13
comlex|10
commandes|5
commande|3
commands|10
command|10
commedia|19
commemorative|3
commence|4
commensurate|3
commentaire|4
commentaries|9
commentary|29
commentator|4
commented|3
commenting|5
comments|35
comment|34
commercially|6
commercial|46
comme|23
commissioned|3
commissioning|3
commission|9
commitment|13
committed|5
committees|7
committee|37
commit|5
commonality|3
commonest|4
commonly|29
commonness|4
commonplace|4
common|226
communal|3
communicated|3
communicate|24
communicating|3
communications|25
communication|171
communicative|21
communion|4
communists|3
communities|28
community|208
commutation|3
compact|7
companies|13
companion|8
company|25
comparable|32
comparaison|3
comparand|3
comparatively|4
comparative|23
compared|49
comparer|4
compares|5
compare|33
comparing|25
comparisons|19
comparison|78
compatibility|15
compatible|17
compelling|4
compel|3
compendium|3
compensate|4
competence|17
competencies|4
competency|3
competes|3
competing|11
competition|5
competitors|3
compilations|4
compilation|18
compiled|12
compilers|3
compiler|6
compile|12
compiling|16
complaint|4
complementarity|3
complementary|9
complementation|3
complementing|4
complements|15
complement|20
completed|43
completely|48
completeness|4
completes|6
complete|111
completing|6
completion|16
complet|3
complexities|10
complexity|73
complexly|3
complex|211
compliant|20
complicated|18
complicate|4
complications|3
complication|3
compliqués|4
complutense|7
complètent|3
compléter|4
components|112
component|59
comportements|3
comportent|3
composed|18
composer|10
composing|7
composite|10
compositional|8
compositions|6
composition|25
compounded|6
compounds|18
compound|34
comprehenders|16
comprehensibility|4
comprehensible|4
comprehension|42
comprehensive|34
comprendre|8
comprend|3
compressing|3
comprised|9
comprises|14
comprise|12
comprising|4
compromises|4
compromise|7
compromising|4
compréhension|14
compte|11
computable|3
computationally|3
computational|133
computation|19
computed|10
computerists|3
computerized|17
computerphilologie|4
computers|157
computer|460
compute|5
computing|560
compère|9
comtemporary|3
comunity|3
conan|17
concatenates|3
concatenation|3
concealed|4
conceivable|4
conceived|28
conceive|6
concentrant|3
concentrated|7
concentrates|3
concentrate|12
concentrating|4
concepteur|3
conceptions|6
conception|12
concepts|87
conceptualization|6
conceptualized|5
conceptualize|5
conceptually|6
conceptual|49
conceptuel|3
concept|104
concernant|3
concerned|56
concerning|49
concerns|31
concern|29
concilio|4
concise|8
concluded|7
conclude|23
concluding|3
conclusions|47
conclusion|62
concomitant|3
concordancer|3
concordances|42
concordance|51
concordancing|5
concretely|5
concrete|26
concret|3
concurrently|8
concurrent|12
concur|3
condensed|4
conditional|4
conditioned|4
conditions|26
condition|16
condron|5
conducive|3
conducted|25
conducting|12
conduct|15
conferences|21
conference|193
conferencing|3
confers|4
confessions|6
confidence|14
confident|8
configurable|4
configuration|12
configured|8
configurées|3
confines|5
confirmed|11
confirming|3
confirms|5
confirm|11
conflate|3
conflation|4
conflicting|5
conflicts|7
conflict|5
conformant|15
conforme|4
conforming|6
conformity|4
conforms|5
conform|12
confrontation|6
confronted|3
confronting|4
confront|13
confused|8
confuse|4
confusion|8
congress|37
conied|3
conjugaison|3
conjugation|8
conjunctions|7
conjunction|22
conjurgation|3
connacht|5
connaissances|7
connaissance|5
connected|36
connecting|9
connections|36
connection|32
connectivity|5
connects|4
connect|7
connotations|7
connotative|5
conocordances|3
conquer|6
conrad|4
consacrées|3
consciously|8
consciousness|8
conscious|11
consensual|3
consensus|16
consent|3
consequences|12
consequence|12
consequently|33
conservation|8
conservatism|3
conservative|8
conservators|3
conservatory|3
conserved|3
considerable|51
considerably|8
considerations|25
consideration|34
considered|111
considering|18
considers|13
consider|71
considération|3
consign|3
consistence|5
consistency|52
consistently|25
consistent|53
consisting|27
consists|61
consist|26
consonantal|10
consonants|9
consortiums|3
consortium|52
conspicuous|4
constante|3
constantly|11
constants|33
constant|41
constellations|3
constellation|6
constituents|25
constituent|47
constituted|6
constitutes|17
constitute|23
constituting|5
constitutive|5
constrained|7
constraining|4
constraints|45
constraint|52
constrain|3
construcción|3
constructed|25
constructing|18
constructions|14
construction|74
constructive|6
constructor|3
constructs|12
construct|28
construing|3
construits|3
consultancy|5
consultant|4
consultation|11
consulted|6
consulting|10
consult|14
consumers|5
consumer|3
consuming|15
consumption|4
conséquence|3
contacting|5
contact|14
contained|52
containing|77
